NEIGHBORHOOD,ADDRESS,Sale_Price,SALE_DATE
BATH BEACH,"8707 19TH AVENUE, 2A",715610,2/28/20
BATH BEACH,"8707 19TH AVENUE, 2D",722958,2/28/20
BATH BEACH,"8616 21ST AVENUE, P12",59000,2/28/20
BATH BEACH,"8707 19TH AVENUE, P5",715610,2/28/20
BATH BEACH,"8707 19TH AVENUE, P11",722958,2/28/20
BAY RIDGE,74 74TH STREET,1475000,2/28/20
BAY RIDGE,"8646 FORT HAMILTON PARKWAY, 5A",290000,2/28/20
BAY RIDGE,"61 OLIVER STREET, 6P",233000,2/28/20
BEDFORD STUYVESANT,89 STUYVESANT AVENUE,1255000,2/28/20
BEDFORD STUYVESANT,902 LAFAYETTE AV,456300,2/28/20
BEDFORD STUYVESANT,414A KOSCIUSZKO STREET,550000,2/28/20
BEDFORD STUYVESANT,224 MONROE STREET,1800000,2/28/20
BEDFORD STUYVESANT,"838 QUINCY STREET, 1",969000,2/28/20
BEDFORD STUYVESANT,"548 LAFAYETTE AVE, 3B",616041,2/28/20
BEDFORD STUYVESANT,"377 QUINCY STREET, 2",735000,2/28/20
BENSONHURST,1638 80TH STREET,475340,2/28/20
BENSONHURST,"2063 85TH STREET, 4",1800000,2/28/20
BENSONHURST,1901 84TH STREET,9600000,2/28/20
BOROUGH PARK,6305 10TH AVENUE,1050000,2/28/20
BROWNSVILLE,209 GRAFTON STREET,643905,2/28/20
BUSHWICK,1352 DECATUR STREET,200000,2/28/20
BUSHWICK,1056 DECATUR STREET,1460000,2/28/20
CANARSIE,738 EAST 95TH STREET,500000,2/28/20
CANARSIE,1457 EAST 101 STREET,790000,2/28/20
CANARSIE,1014 EAST 84TH STREET,838000,2/28/20
CARROLL GARDENS,412 SACKETT STREET,3080000,2/28/20
COBBLE HILL,234 CLINTON STREET,5250000,2/28/20
CROWN HEIGHTS,610 STERLING PLACE,1800000,2/28/20
CROWN HEIGHTS,180 CROWN STREET,1300000,2/28/20
CYPRESS HILLS,283 LINCOLN AVENUE,890000,2/28/20
CYPRESS HILLS,160 NORWOOD AVENUE,1140000,2/28/20
DOWNTOWN-FULTON FERRY,"205 WATER STREET, P72",90624,2/28/20
DOWNTOWN-METROTECH,"365 BRIDGE STREET, 13E",980000,2/28/20
DYKER HEIGHTS,1038 85TH STREET,975000,2/28/20
EAST NEW YORK,609 HEMLOCK STREET,410000,2/28/20
EAST NEW YORK,691 GEORGIA AVENUE,616000,2/28/20
FLATBUSH-CENTRAL,336 EAST 26 STREET,24000,2/28/20
FLATBUSH-CENTRAL,625 WESTMINSTER ROAD,1500000,2/28/20
FLATBUSH-CENTRAL,"416 OCEAN AVENUE, 41",650000,2/28/20
FLATBUSH-EAST,322 EAST 32ND STREET,990000,2/28/20
FLATBUSH-EAST,613 EAST 35TH STREET,850000,2/28/20
FLATBUSH-EAST,1432 TROY AVENUE,10,2/28/20
FLATBUSH-EAST,"1655 FLATBUSH AVENUE, B-607",479000,2/28/20
FLATLANDS,1182 EAST 51ST STREET,635000,2/28/20
FLATLANDS,1307 EAST 40TH STREET,526000,2/28/20
FLATLANDS,1667 EAST 48TH STREET,576800,2/28/20
FLATLANDS,1166 EAST 57TH STREET,845000,2/28/20
FORT GREENE,"75 GREENE AVENUE, 7A",1630000,2/28/20
FORT GREENE,"75 GREENE AVENUE, STORA",1630000,2/28/20
GERRITSEN BEACH,24 DICTUM COURT,710000,2/28/20
GOWANUS,"251 7 STREET, 2D",695000,2/28/20
GRAVESEND,1706 WEST 13TH STREET,10,2/28/20
GRAVESEND,1882 WEST 10TH STREET,935000,2/28/20
GREENPOINT,80 NORMAN AVENUE,1875000,2/28/20
GREENPOINT,"20 BAYARD STREET, 4D",1475000,2/28/20
GREENPOINT,"41 NEWEL STREET, 4A",799000,2/28/20
MARINE PARK,1751 STUART STREET,965000,2/28/20
MARINE PARK,1973 EAST 36TH STREET,610000,2/28/20
MARINE PARK,2328 BURNETT STREET,995000,2/28/20
MIDWOOD,1113 EAST 15TH STREET,190000,2/28/20
MIDWOOD,"1580 EAST 12TH STREET, 102",455000,2/28/20
MIDWOOD,"2807 KINGS HIGHWAY, 4G",218000,2/28/20
OCEAN HILL,570 DECATUR STREET,1300000,2/28/20
OLD MILL BASIN,1756 EAST 55TH STREET,490000,2/28/20
PARK SLOPE,"300 8TH AVENUE, 6I",255000,2/28/20
RED HOOK,90 PIONEER STREET,1720000,2/28/20
SHEEPSHEAD BAY,"2277 HOMECREST AVENUE, 3F",555000,2/28/20
SUNSET PARK,263 19TH ST,2875122,2/28/20
WILLIAMSBURG-CENTRAL,"248 WALLABOUT STREET, 7A",10,2/28/20
WILLIAMSBURG-EAST,204 WITHERS STREET,1850000,2/28/20
WILLIAMSBURG-EAST,"43 MESEROLE STREET, 2B",765000,2/28/20
WILLIAMSBURG-NORTH,"308 NORTH 7TH STREET, 5B",1523500,2/28/20
WYCKOFF HEIGHTS,15 WYCKOFF AVENUE,2350000,2/28/20
BAY RIDGE,"180 72 ST, 367",373000,3/2/20
BEDFORD STUYVESANT,"627 DEKALB AVENUE, 2F",635000,3/2/20
BEDFORD STUYVESANT,"813 JEFFERSON AVENUE, 2A",539000,3/2/20
BEDFORD STUYVESANT,"813 JEFFERSON AVENUE, 3A",565000,3/2/20
BENSONHURST,2465 85TH STREET,1200000,3/2/20
BROOKLYN HEIGHTS,"70 REMSEN STREET, 3C/D",1450000,3/2/20
BROOKLYN HEIGHTS,"50 BRIDGE PARK DRIVE, 14A",7250000,3/2/20
BROOKLYN HEIGHTS,"50 BRIDGE PARK DRIVE, 14B",4050000,3/2/20
BUSHWICK,1001 BUSHWICK AVENUE,3600000,3/2/20
BUSHWICK,1207 HANCOCK STREET,999000,3/2/20
CANARSIE,10017 AVENUE N,285000,3/2/20
CANARSIE,"8714 AVENUE J, 4BE",276266,3/2/20
CARROLL GARDENS,77 WOODHULL,10,3/2/20
CLINTON HILL,130 ST. JAMES PLACE,2600000,3/2/20
CLINTON HILL,98 HALL STREET,1230000,3/2/20
CONEY ISLAND,2828 STILLWELL AVENUE,958133,3/2/20
CROWN HEIGHTS,1735 PACIFIC STREET,575000,3/2/20
CROWN HEIGHTS,81 UTICA AVENUE,1000,3/2/20
CROWN HEIGHTS,"580 CROWN STREET, P24",26000,3/2/20
CYPRESS HILLS,53 LINCOLN AVENUE,975000,3/2/20
DOWNTOWN-FULTON MALL,"457 STATE STREET, 4BC",1260000,3/2/20
DYKER HEIGHTS,8117 10TH AVENUE,950000,3/2/20
EAST NEW YORK,3412 ATLANTIC AVENUE,550000,3/2/20
EAST NEW YORK,419 MILFORD STREET,636218,3/2/20
FLATBUSH-CENTRAL,750 EAST 18TH STREET,1620000,3/2/20
FLATBUSH-EAST,1178 EAST 31ST STREET,768000,3/2/20
FLATBUSH-EAST,348 EAST 59TH STREET,440000,3/2/20
FLATBUSH-EAST,186 EAST 32ND STREET,320000,3/2/20
FLATBUSH-EAST,"1655 FLATBUSH AVENUE, C1405",345000,3/2/20
FLATBUSH-NORTH,665 LENOX ROAD,689026,3/2/20
FLATLANDS,1308 EAST 49 STREET,729000,3/2/20
GERRITSEN BEACH,17 LOIS AVE,235000,3/2/20
GREENPOINT,966 MANHATTAN AVE,250000,3/2/20
KENSINGTON,118 DAHILL ROAD,999995,3/2/20
MARINE PARK,"2280 BURNETT STREET, 1I",249000,3/2/20
MIDWOOD,"1719 OCEAN AVENUE, 3",710000,3/2/20
OCEAN HILL,860 HANCOCK STREET,2410000,3/2/20
OCEAN PARKWAY-NORTH,717 AVENUE O,1999900,3/2/20
OCEAN PARKWAY-NORTH,402 AVENUE M,865000,3/2/20
OLD MILL BASIN,2039 MILL AVENUE,782000,3/2/20
OLD MILL BASIN,1674 EAST 52ND STREET,60000,3/2/20
PARK SLOPE,"130 EIGHTH AVENUE, 8G",730000,3/2/20
PARK SLOPE,"300 8 AVENUE, 10",245000,3/2/20
PARK SLOPE SOUTH,393 PROSPECT AVENUE,870000,3/2/20
PARK SLOPE SOUTH,"226 15TH STREET, 3D",1210000,3/2/20
PROSPECT HEIGHTS,"408 SAINT JOHN'S PLACE, 4D",1265000,3/2/20
RED HOOK,"160 IMLAY STREET, 3A3",680000,3/2/20
RED HOOK,"160 IMLAY STREET, 3A6",655802,3/2/20
RED HOOK,"160 IMLAY STREET, 3C3",507769,3/2/20
RED HOOK,"160 IMLAY STREET, 4E2",1938969,3/2/20
BATH BEACH,150 BAY 22ND STREET,1300000,3/3/20
BAY RIDGE,76 78TH STREET,995000,3/3/20
BAY RIDGE,249 71ST STREET,1400000,3/3/20
BAY RIDGE,174 80TH STREET,1847000,3/3/20
BAY RIDGE,"760 67 STREET, #1C",240000,3/3/20
BEDFORD STUYVESANT,432 LEXINGTON AVENUE,994950,3/3/20
BEDFORD STUYVESANT,482 JEFFERSON AVENUE,998000,3/3/20
BENSONHURST,7415 16TH AVENUE,1867000,3/3/20
BOROUGH PARK,1566 44TH ST,360000,3/3/20
BOROUGH PARK,1122 52ND STREET,1400000,3/3/20
BOROUGH PARK,5919 20TH AVENUE,850000,3/3/20
CANARSIE,755 EAST 80TH ST,850000,3/3/20
CANARSIE,9308 AVENUE K,818000,3/3/20
CANARSIE,9718 AVENUE L,415000,3/3/20
DOWNTOWN-FULTON FERRY,"205 WATER STREET, 6B",2958000,3/3/20
DOWNTOWN-FULTON FERRY,205 WATER STREET,2958000,3/3/20
DOWNTOWN-METROTECH,"171 CONCORD ST, 2B",755000,3/3/20
DYKER HEIGHTS,1235 76TH STREET,763000,3/3/20
EAST NEW YORK,410 CHESTNUT STREET,10,3/3/20
EAST NEW YORK,143 MC KINLEY AVENUE,1150000,3/3/20
EAST NEW YORK,581 MILLER AVENUE,999000,3/3/20
FLATBUSH-LEFFERTS GARDEN,1071 NOSTRAND AVE,1100000,3/3/20
FLATBUSH-LEFFERTS GARDEN,"234 HAWTHORNE STREET, 2A",640000,3/3/20
FLATBUSH-NORTH,"330 LENOX ROAD, 7S",360000,3/3/20
FLATBUSH-NORTH,"502A MAPLE STREET, 4",695000,3/3/20
FORT GREENE,"424 ADELPHI STREET, D",780000,3/3/20
GOWANUS,"205 12TH ST, 1A",815000,3/3/20
GRAVESEND,198 QUENTIN ROAD,1380000,3/3/20
GRAVESEND,"1430 WEST 4TH STREET, 5A",507000,3/3/20
MADISON,1855 EAST 26TH STREET,740000,3/3/20
MIDWOOD,1249 EAST 27TH STREET,1200000,3/3/20
OCEAN HILL,505 BAINBRIDGE STREET,1179000,3/3/20
OCEAN PARKWAY-NORTH,1548 EAST 2ND STREET,1850000,3/3/20
OCEAN PARKWAY-NORTH,"825 OCEAN PARKWAY, 1J",430000,3/3/20
OCEAN PARKWAY-SOUTH,629 AVENUE W,1050000,3/3/20
OLD MILL BASIN,1726 E. 54TH STREET,630000,3/3/20
PARK SLOPE SOUTH,"404 11TH STREET, 2",2275000,3/3/20
PARK SLOPE SOUTH,"404 11TH STREET, 3",2375000,3/3/20
PROSPECT HEIGHTS,"189 PARK PLACE, 4",999999,3/3/20
RED HOOK,"160 IMLAY STREET, 4A2",737634,3/3/20
SEAGATE,3720 MAPLE AVENUE,50000,3/3/20
SHEEPSHEAD BAY,33 BOGARDUS STREET,410000,3/3/20
SHEEPSHEAD BAY,2452 EAST 18TH STREET,750000,3/3/20
SHEEPSHEAD BAY,2219 EAST 24TH STREET,1350000,3/3/20
SHEEPSHEAD BAY,"2909 OCEAN AVENUE, 2J",215000,3/3/20
SHEEPSHEAD BAY,"2909 OCEAN AVENUE, 4B",220000,3/3/20
SHEEPSHEAD BAY,"1501 VOORHIES AVENUE, 24D",750000,3/3/20
SUNSET PARK,"653 5 AVENUE, 3B",830000,3/3/20
WILLIAMSBURG-CENTRAL,"577 FLUSHING AVENUE, 5F",712775,3/3/20
WILLIAMSBURG-SOUTH,"56 SOUTH 3RD STREET, 3B",3450000,3/3/20
WYCKOFF HEIGHTS,"101 WYCKOFF AVENUE, 1E",825000,3/3/20
BATH BEACH,"8707 19TH AVENUE, 2C",734027,3/4/20
BATH BEACH,"8707 19TH AVENUE, 3C",761438,3/4/20
BATH BEACH,"8707 19TH AVENUE, P7",761438,3/4/20
BATH BEACH,"8707 19TH AVENUE, P14",734027,3/4/20
BAY RIDGE,66 86 STREET,925000,3/4/20
BAY RIDGE,558 73RD STREET,1300000,3/4/20
BEDFORD STUYVESANT,11 LEWIS AVENUE,1100000,3/4/20
BEDFORD STUYVESANT,220 LEWIS AVENUE,949780,3/4/20
BEDFORD STUYVESANT,"511 HERKIMER ST, 5",650000,3/4/20
BEDFORD STUYVESANT,1283 BEDFORD AVENUE,2700000,3/4/20
BEDFORD STUYVESANT,1305 BEDFORD AVENUE,450000,3/4/20
BERGEN BEACH,2318 ROYCE STREET,925000,3/4/20
BERGEN BEACH,7207 BERGEN COVE,1075000,3/4/20
BOROUGH PARK,"3715 15TH AVENUE, 108",695500,3/4/20
BOROUGH PARK,"3715 15TH AVENUE, PK 5",695500,3/4/20
BROOKLYN HEIGHTS,"100 REMSEN STREET, 6J",337500,3/4/20
BROWNSVILLE,580 OSBORN STREET,835000,3/4/20
BUSHWICK,1066 HANCOCK STREET,1700000,3/4/20
BUSHWICK,87 MOFFAT STREET,880000,3/4/20
CANARSIE,676 EAST 77TH STREET,849000,3/4/20
CANARSIE,1229 EAST 94TH STREET,835000,3/4/20
CONEY ISLAND,"464 NEPTUNE AVENUE, 10G",443000,3/4/20
CONEY ISLAND,"448 NEPTUNE AVE, 17K",485000,3/4/20
CYPRESS HILLS,84 ELDERT LANE,740000,3/4/20
CYPRESS HILLS,59 VAN SICLEN AVENUE,890000,3/4/20
CYPRESS HILLS,86 ELDERT LANE,740000,3/4/20
DOWNTOWN-FULTON MALL,"10 NEVINS STREET, 20I",997885,3/4/20
DOWNTOWN-METROTECH,"150 MYRTLE AVENUE, 414",650000,3/4/20
EAST NEW YORK,511 ALABAMA AVENUE,10,3/4/20
FLATBUSH-CENTRAL,154 ERASMUS STREET,930000,3/4/20
FLATBUSH-EAST,210 EAST 38TH STREET,755000,3/4/20
FLATBUSH-EAST,2117 NEW YORK AVENUE,675000,3/4/20
FLATBUSH-EAST,4020 HUBBARD PLACE,425000,3/4/20
FLATBUSH-EAST,1522 NEW YORK AVENUE,1310000,3/4/20
FLATBUSH-LEFFERTS GARDEN,"149 STERLING STREET, 1B",395000,3/4/20
FLATLANDS,"2239 TROY AVENUE, 6H",180000,3/4/20
GERRITSEN BEACH,2322 PLUMB 1ST STREET,456300,3/4/20
GRAVESEND,2162 WEST 12TH STREET,1282000,3/4/20
GRAVESEND,88 AVENUE U,950000,3/4/20
KENSINGTON,"135 OCEAN PARKWAY, 2B",520000,3/4/20
MADISON,"2533 OCEAN AVENUE, 2C",352872,3/4/20
MARINE PARK,3401 FILLMORE AVE,600000,3/4/20
MARINE PARK,3412 AVENUE T,735000,3/4/20
MARINE PARK,1545 EAST 33RD STREET,10,3/4/20
MIDWOOD,"2705 KINGS HIGHWAY, 6F",260000,3/4/20
OCEAN HILL,2262 ATLANTIC AVENUE,822000,3/4/20
OCEAN HILL,472 CHAUNCEY STREET,1150000,3/4/20
OCEAN HILL,1412 PITKIN AVENUE,10000000,3/4/20
OCEAN HILL,1404 PITKIN AVENUE,404000,3/4/20
OCEAN PARKWAY-SOUTH,2505 EAST 2ND STREET,1,3/4/20
OCEAN PARKWAY-SOUTH,2260 WEST 1ST STREET,600000,3/4/20
OLD MILL BASIN,5410 AVENUE M,625000,3/4/20
PARK SLOPE,"145 PARK PLACE, 3B",1337500,3/4/20
PROSPECT HEIGHTS,"1 GRAND ARMY PLAZA, 9D",1770000,3/4/20
SHEEPSHEAD BAY,"3909 NOSTRAND AVE, 1R",320000,3/4/20
SHEEPSHEAD BAY,"3165 EMMONS AVENUE, 2B",525000,3/4/20
SHEEPSHEAD BAY,"3165 EMMONS AVENUE, P24",525000,3/4/20
WILLIAMSBURG-EAST,22 ORIENT AVENUE,1875000,3/4/20
WILLIAMSBURG-EAST,810 GRAND STREET,3100000,3/4/20
WILLIAMSBURG-EAST,"210 JACKSON STREET, 4",1250000,3/4/20
BAY RIDGE,445 77TH STREET,1392500,3/5/20
BAY RIDGE,245 94TH STREET,810000,3/5/20
BAY RIDGE,258 67TH STREET,1030000,3/5/20
BAY RIDGE,"6801 SHORE ROAD, 6N",340000,3/5/20
BAY RIDGE,"7259 SHORE ROAD, 6J",310000,3/5/20
BAY RIDGE,656 72ND STREET,1560000,3/5/20
BEDFORD STUYVESANT,181A VERNON AVENUE,1225000,3/5/20
BEDFORD STUYVESANT,147 MONROE STREET,10,3/5/20
BEDFORD STUYVESANT,166 MONROE STREET,10,3/5/20
BEDFORD STUYVESANT,568 LAFAYETTE AVENUE,6000000,3/5/20
BEDFORD STUYVESANT,"888 MYRTLE AVENUE, 4B",530000,3/5/20
BENSONHURST,1838 80TH STREET,1760000,3/5/20
BOERUM HILL,50 4 AVENUE,1950000,3/5/20
BOROUGH PARK,1532 57TH STREET,995000,3/5/20
BOROUGH PARK,1105 53RD STREET,1525000,3/5/20
BOROUGH PARK,1653 56TH STREET,1675000,3/5/20
BOROUGH PARK,"1319 51ST STREET, 3",1125000,3/5/20
BRIGHTON BEACH,"2727 OCEAN PARKWAY, D3",360000,3/5/20
BRIGHTON BEACH,"313-23 BRIGHTWATER COURT, 4C",233000,3/5/20
BRIGHTON BEACH,"150 WEST END AVENUE, 1C",140000,3/5/20
BRIGHTON BEACH,"60 OCEANA DRIVE WEST, 1C",705000,3/5/20
BROWNSVILLE,512 POWELL STREET,350000,3/5/20
BROWNSVILLE,914 MOTHER GASTON BLVD,430000,3/5/20
BROWNSVILLE,889 MOTHER GASTON BLVD,750000,3/5/20
BUSHWICK,1305 BUSHWICK AVENUE,10,3/5/20
BUSHWICK,108 ELDERT STREET,10,3/5/20
BUSHWICK,269A LINDEN STREET,2925000,3/5/20
BUSHWICK,165 EVERGREEN AVENUE,1300000,3/5/20
BUSHWICK,"301 COVERT STREET, P10",40000,3/5/20
CANARSIE,8507 COVENTRY RD,30000,3/5/20
CANARSIE,9818 FARRAGUT RD,670000,3/5/20
CANARSIE,599 EAST 80TH STREET,585000,3/5/20
CLINTON HILL,"345 CLINTON AVENUE, 15G",743323,3/5/20
CROWN HEIGHTS,1562 PRESIDENT STREET,1200000,3/5/20
CROWN HEIGHTS,"805 WASHINGTON AVENUE, 5D",2071121,3/5/20
CYPRESS HILLS,97 HALE AVENUE,835000,3/5/20
CYPRESS HILLS,121 ESSEX STREET,10,3/5/20
DYKER HEIGHTS,949 81ST STREET,1150000,3/5/20
EAST NEW YORK,465 CHESTNUT STREET,420000,3/5/20
EAST NEW YORK,332 WORTMAN AVENUE,495000,3/5/20
EAST NEW YORK,325 AUTUMN AVENUE,600000,3/5/20
EAST NEW YORK,722 LINCOLN AVE,780000,3/5/20
EAST NEW YORK,706 NEW JERSEY AVENUE,342000,3/5/20
FLATBUSH-CENTRAL,2911 ALBEMARLE ROAD,1500000,3/5/20
FLATBUSH-CENTRAL,"1138 OCEAN AVENUE, 2H",816000,3/5/20
FLATBUSH-CENTRAL,"1138 OCEAN AVENUE, P15",816000,3/5/20
FLATBUSH-EAST,223 EAST 37TH STREET,630000,3/5/20
FLATBUSH-EAST,193 EAST 37TH STREET,440000,3/5/20
FLATBUSH-EAST,"282 EAST 35TH STREET, 5U",159500,3/5/20
FORT GREENE,"75 GREENE AVENUE, 5A",1510000,3/5/20
FORT GREENE,"75 GREENE AVENUE, STORA",1510000,3/5/20
GREENPOINT,"30 BAYARD STREET, 5C",865000,3/5/20
MADISON,"1855 E. 12TH STREET, 6F",200000,3/5/20
MARINE PARK,"2251 KNAPP STREET, 2C",167800,3/5/20
MIDWOOD,2622 AVENUE J,1250000,3/5/20
MIDWOOD,2714 AVENUE M,1250000,3/5/20
MIDWOOD,2415 AVENUE I,1400000,3/5/20
MILL BASIN,2272 EAST 65TH STREET,1175000,3/5/20
NAVY YARD,41 VANDERBILT AVENUE,1250000,3/5/20
OCEAN PARKWAY-SOUTH,"2650 OCEAN PARKWAY, 11C",320000,3/5/20
PARK SLOPE,"225 LINCOLN PLACE, 3B",950000,3/5/20
PARK SLOPE,"220 BERKELEY PLACE, 1E",450638,3/5/20
PARK SLOPE,"130 8TH AVENUE, 2A",1100000,3/5/20
PARK SLOPE SOUTH,"404 11TH STREET, 1",2545625,3/5/20
PROSPECT HEIGHTS,"1 GRAND ARMY PLAZA, 3L",1850000,3/5/20
WILLIAMSBURG-CENTRAL,"11 LYNCH STREET, 1",1374638,3/5/20
WILLIAMSBURG-EAST,"320 HUMBOLDT STREET, 1",1200517,3/5/20
WILLIAMSBURG-EAST,"196 POWERS STREET, 4",1700000,3/5/20
WILLIAMSBURG-EAST,"34 MASPETH AVENUE, 4",1552831,3/5/20
WILLIAMSBURG-NORTH,153 BERRY STREET,3050000,3/5/20
WINDSOR TERRACE,605 16TH STREET,1350000,3/5/20
WINDSOR TERRACE,"140 EAST 2ND, 2M",502493,3/5/20
WINDSOR TERRACE,"207 PROSPECT PARK SOUTHWEST, 4E",17000,3/5/20
WINDSOR TERRACE,"207 PROSPECT PARK SOUTHWEST, P5",17000,3/5/20
WYCKOFF HEIGHTS,175 ST NICHOLAS AVENUE,1050000,3/5/20
BAY RIDGE,866 BAY RIDGE AVENUE,900000,3/6/20
BAY RIDGE,"6702 RIDGE BLVD, 5E",334000,3/6/20
BEDFORD STUYVESANT,436 PULASKI STREET,1549000,3/6/20
BEDFORD STUYVESANT,1219 ATLANTIC AVENUE,635000,3/6/20
BEDFORD STUYVESANT,715 LEXINGTON AVENUE,10,3/6/20
BEDFORD STUYVESANT,"555 LAFAYETTE AVENUE, 3A",270000,3/6/20
BEDFORD STUYVESANT,187 CLASSON AVE,2170000,3/6/20
BEDFORD STUYVESANT,38 SKILLMAN STREET,350000,3/6/20
BENSONHURST,"1542 68TH STREET, 3C",658000,3/6/20
BENSONHURST,"7516 BAY PARKWAY, 4E",631315,3/6/20
BENSONHURST,"1542 68TH STREET, P3",658000,3/6/20
BENSONHURST,"7516 BAY PARKWAY, P13",631315,3/6/20
BOROUGH PARK,1024 56TH STREET,1625000,3/6/20
BROOKLYN HEIGHTS,"45 PINEAPPLE STREET, 5C",360000,3/6/20
BROWNSVILLE,518 THOMAS S BOYLAND ST,499000,3/6/20
BUSHWICK,70 COVERT STREET,700000,3/6/20
BUSHWICK,228 COVERT STREET,1054000,3/6/20
BUSHWICK,"27 DODWORTH STREET, 4F",835000,3/6/20
CANARSIE,1350 EAST 86TH STREET,625000,3/6/20
CANARSIE,9711 AVENUE K,10,3/6/20
CANARSIE,9316 AVENUE N,790000,3/6/20
CLINTON HILL,"84 LEFFERTS PLACE, 84-1B",1350000,3/6/20
CLINTON HILL,"308 CLINTON AVENUE, 3",1610000,3/6/20
CROWN HEIGHTS,"425 PROSPECT PLACE, 5B",485000,3/6/20
CROWN HEIGHTS,"808A BERGEN STREET, 1",1200000,3/6/20
CYPRESS HILLS,245 ARLINGTON AVENUE,625500,3/6/20
CYPRESS HILLS,205 HALE AVENUE,283000,3/6/20
CYPRESS HILLS,54 CRESCENT STREET,560038,3/6/20
DOWNTOWN-FULTON MALL,"10 NEVINS STREET, 19C",1059006,3/6/20
DYKER HEIGHTS,1124 80TH STREET,1450000,3/6/20
EAST NEW YORK,720 ELTON STREET,925000,3/6/20
EAST NEW YORK,1451 LORING AVENUE,442500,3/6/20
EAST NEW YORK,1255 BLAKE AVE,693600,3/6/20
EAST NEW YORK,599 WYONA STREET,10,3/6/20
FLATBUSH-CENTRAL,"631 EAST 18TH STREET, 3A",553928,3/6/20
FLATBUSH-EAST,1102 EAST 36,630000,3/6/20
FLATBUSH-EAST,"745 EAST 31 STREET, 7D",370000,3/6/20
FLATBUSH-NORTH,421 EAST 93RD STREET,995000,3/6/20
FLATBUSH-NORTH,407-417 REMSEN AVENUE,3000000,3/6/20
FORT GREENE,"191 WILLOUGHBY STREET, 16D",520000,3/6/20
GRAVESEND,86 AVENUE U,1400000,3/6/20
MADISON,2043 FORD STREET,650000,3/6/20
MADISON,2079 CONEY ISLAND AVENUE,1496999,3/6/20
MADISON,2077 CONEY ISLAND AVENUE,1497000,3/6/20
MARINE PARK,"2241 PLUMB 1ST STREET, 5S",149000,3/6/20
OCEAN PARKWAY-NORTH,"370 OCEAN PARKWAY, 11K",460000,3/6/20
OCEAN PARKWAY-SOUTH,2098 EAST 7TH STREET,1320000,3/6/20
PARK SLOPE SOUTH,493 10TH STREET,2587000,3/6/20
PARK SLOPE SOUTH,"404 11TH STREET, PH",1624109,3/6/20
PROSPECT HEIGHTS,24 UNDERHILL AVENUE,2275000,3/6/20
PROSPECT HEIGHTS,28 UNDERHILL AVENUE,2200000,3/6/20
PROSPECT HEIGHTS,"10 PLAZA STREET, 9B",800000,3/6/20
RED HOOK,"160 IMLAY STREET, 3A2",1125370,3/6/20
RED HOOK,"160 IMLAY STREET, 4A4",1120075,3/6/20
SEAGATE,3915 CYPRESS AVENUE,810000,3/6/20
SUNSET PARK,"420 42ND STREET, 3F",460000,3/6/20
WILLIAMSBURG-CENTRAL,"200 WALLABOUT STREET, 2C",725000,3/6/20
WILLIAMSBURG-CENTRAL,"577 FLUSHING AVENUE, 7F",661863,3/6/20
WILLIAMSBURG-NORTH,"125 NORTH 10 STREET, S5G",995000,3/6/20
WILLIAMSBURG-NORTH,167-171 NORTH 1ST STREET,18200000,3/6/20
WILLIAMSBURG-NORTH,"125 NORTH 10 STREET, CS8",995000,3/6/20
WILLIAMSBURG-SOUTH,"705 DRIGGS AVENUE, 20",1883000,3/6/20
BATH BEACH,"198 BAY 29TH STREET, 2C",580000,3/9/20
BAY RIDGE,78 85TH STREET,999000,3/9/20
BAY RIDGE,340 79TH STREET,1250000,3/9/20
BAY RIDGE,426 99TH STREET,1175000,3/9/20
BEDFORD STUYVESANT,489 MONROE STREET,1550000,3/9/20
BEDFORD STUYVESANT,"1240 BEDFORD AVENUE, 3D",550000,3/9/20
BENSONHURST,1732 77TH STREET,250000,3/9/20
BENSONHURST,1931 80TH STREET,1638000,3/9/20
BOERUM HILL,"556 STATE STREET, 4B-N",327677,3/9/20
BOROUGH PARK,"949 60TH STREET, 8C",352872,3/9/20
BROOKLYN HEIGHTS,"360 FURMAN STREET, 810",1700000,3/9/20
BROOKLYN HEIGHTS,"50 BRIDGE PARK DRIVE, 8B",3623663,3/9/20
BROWNSVILLE,293 POWELL STREET,520500,3/9/20
CANARSIE,35 E 89TH STREET,68000,3/9/20
CANARSIE,941 EAST 82ND STREET,650000,3/9/20
CANARSIE,1225 EAST 84TH STREET,740000,3/9/20
CANARSIE,1153 EAST 102 STREET,605000,3/9/20
CARROLL GARDENS,78 2 PLACE,4200000,3/9/20
CLINTON HILL,"372 DEKALB AVENUE, 4I",885000,3/9/20
CROWN HEIGHTS,1422 LINCOLN PLACE,775000,3/9/20
CROWN HEIGHTS,"753 BERGEN STREET, 1",1522284,3/9/20
CROWN HEIGHTS,"753 BERGEN STREET, 3",1756481,3/9/20
CYPRESS HILLS,207 AUTUMN AVENUE,456300,3/9/20
DOWNTOWN-FULTON MALL,"10 NEVINS STREET, 22C",1094901,3/9/20
DOWNTOWN-METROTECH,"175 ADAMS STREET, 11C",895000,3/9/20
DYKER HEIGHTS,7622 11TH AVENUE,835000,3/9/20
EAST NEW YORK,191 MC KINLEY AVENUE,650000,3/9/20
FLATBUSH-CENTRAL,"416 OCEAN AVENUE, 50",450000,3/9/20
FLATBUSH-EAST,30 EAST 32ND STREET,415000,3/9/20
FLATBUSH-EAST,418 EAST 54TH ST,10,3/9/20
FLATBUSH-EAST,1129 UTICA AVENUE,2200000,3/9/20
